ID|SAMPLETIME|READINGINTEGER|READINGTHOUSANDTH|DELTAINTEGER|DELTATHOUSANDTH
0|2019-02-01 18:39:33|331881|0|14|0
0|2019-02-01 02:39:35|331710|0|0|0
0|2019-02-01 23:39:32|331953|0|6|0
0|2019-02-01 01:39:36|331710|0|0|0
0|2019-02-01 05:39:35|331710|0|0|0
0|2019-02-01 21:39:33|331947|0|0|0
0|2019-02-01 20:39:33|331947|0|0|0
0|2019-02-01 03:39:35|331710|0|0|0
0|2019-02-01 09:39:35|331765|0|0|0
0|2019-02-01 06:39:35|331710|0|0|0
0|2019-02-01 07:39:35|331729|0|19|0
0|2019-02-01 00:39:36|331710|0|0|0
0|2019-02-01 04:39:35|331710|0|0|0
0|2019-02-01 16:39:35|331840|0|5|0
0|2019-02-01 12:39:34|331766|0|1|0
0|2019-02-01 11:39:34|331765|0|0|0
0|2019-02-01 14:39:35|331835|0|0|0
0|2019-02-01 17:39:35|331867|0|27|0
0|2019-02-01 19:39:33|331947|0|66|0
0|2019-02-01 22:39:32|331947|0|0|0
0|2019-02-01 10:39:34|331765|0|0|0
0|2019-02-01 13:39:34|331835|0|69|0
0|2019-02-02 12:39:32|332050|0|46|0
0|2019-02-02 03:39:33|331963|0|8|0
0|2019-02-02 10:39:32|331982|0|2|0
0|2019-02-02 05:39:33|331963|0|0|0
0|2019-02-02 01:39:32|331955|0|1|0
0|2019-02-02 08:39:33|331963|0|0|0
0|2019-02-02 06:39:33|331963|0|0|0
0|2019-02-02 14:39:32|332111|0|0|0
0|2019-02-02 00:39:32|331954|0|1|0
0|2019-02-02 11:39:32|332004|0|22|0
0|2019-02-02 20:39:33|332128|0|2|0
0|2019-02-02 18:39:33|332125|0|14|0
0|2019-02-02 19:39:33|332126|0|1|0
0|2019-02-02 15:39:32|332111|0|0|0
0|2019-02-02 16:39:32|332111|0|0|0
0|2019-02-02 13:39:32|332111|0|61|0
0|2019-02-02 04:39:33|331963|0|0|0
0|2019-02-02 22:39:31|332180|0|45|0
0|2019-02-02 07:39:33|331963|0|0|0
0|2019-02-02 17:39:32|332111|0|0|0
0|2019-02-02 21:39:33|332135|0|7|0
0|2019-02-02 23:39:31|332189|0|9|0
0|2019-02-03 10:39:30|332224|0|6|0
0|2019-02-03 08:39:30|332213|0|19|0
0|2019-02-03 01:39:31|332194|0|3|0
0|2019-02-03 02:39:31|332194|0|0|0
0|2019-02-03 00:39:31|332191|0|2|0
0|2019-02-03 09:39:30|332218|0|5|0
0|2019-02-03 05:39:31|332194|0|0|0
0|2019-02-03 15:39:29|332310|0|17|0
0|2019-02-03 14:39:29|332293|0|19|0
0|2019-02-03 23:39:28|332524|0|24|0
0|2019-02-03 21:39:29|332500|0|12|0
0|2019-02-03 11:39:30|332232|0|8|0
0|2019-02-03 07:39:30|332194|0|0|0
0|2019-02-03 19:39:29|332486|0|39|0
0|2019-02-03 22:39:28|332500|0|0|0
0|2019-02-03 06:39:30|332194|0|0|0
0|2019-02-03 16:39:29|332343|0|33|0
0|2019-02-03 13:39:30|332274|0|15|0
0|2019-02-03 17:39:29|332403|0|60|0
0|2019-02-03 20:39:29|332488|0|2|0
0|2019-02-03 03:39:31|332194|0|0|0
0|2019-02-03 04:39:31|332194|0|0|0
0|2019-02-04 15:39:27|332628|0|10|0
0|2019-02-04 21:39:27|332768|0|97|0
0|2019-02-04 04:39:29|332526|0|0|0
0|2019-02-04 01:39:28|332526|0|0|0
0|2019-02-04 10:39:28|332566|0|0|0
0|2019-02-04 23:39:27|332776|0|3|0
0|2019-02-04 14:39:27|332618|0|5|0
0|2019-02-04 13:39:28|332613|0|47|0
0|2019-02-04 09:39:29|332566|0|8|0
0|2019-02-04 08:39:29|332558|0|32|0
0|2019-02-04 12:39:28|332566|0|0|0
0|2019-02-04 16:39:27|332630|0|2|0
0|2019-02-04 19:39:27|332653|0|20|0
0|2019-02-04 03:39:29|332526|0|0|0
0|2019-02-04 06:39:29|332526|0|0|0
0|2019-02-04 20:39:27|332671|0|18|0
0|2019-02-04 17:39:27|332633|0|3|0
0|2019-02-04 05:39:29|332526|0|0|0
0|2019-02-04 02:39:29|332526|0|0|0
0|2019-02-04 07:39:29|332526|0|0|0
0|2019-02-05 17:39:25|332909|0|1|0
0|2019-02-05 10:39:26|332852|0|0|0
0|2019-02-05 13:39:26|332907|0|9|0
0|2019-02-05 03:39:28|332788|0|0|0
0|2019-02-05 07:39:26|332795|0|7|0
0|2019-02-05 04:39:28|332788|0|0|0
0|2019-02-05 01:39:27|332788|0|0|0
0|2019-02-05 14:39:25|332907|0|0|0
0|2019-02-05 21:39:26|332965|0|2|0
0|2019-02-05 23:39:23|332996|0|13|0
0|2019-02-05 12:39:26|332898|0|0|0
0|2019-02-05 19:39:26|332953|0|22|0
0|2019-02-05 06:39:26|332788|0|0|0
0|2019-02-05 08:39:26|332832|0|37|0
0|2019-02-05 15:39:25|332907|0|0|0
0|2019-02-05 20:39:26|332963|0|10|0
0|2019-02-05 11:39:26|332898|0|46|0
0|2019-02-05 02:39:28|332788|0|0|0
0|2019-02-05 18:39:26|332931|0|22|0
0|2019-02-06 07:39:23|333022|0|26|0
0|2019-02-06 21:39:22|333230|0|34|0
0|2019-02-06 06:39:23|332996|0|0|0
0|2019-02-06 22:39:20|333250|0|20|0
0|2019-02-06 17:39:21|333156|0|6|0
0|2019-02-06 20:39:22|333196|0|6|0
0|2019-02-06 00:39:23|332996|0|0|0
0|2019-02-06 14:39:21|333138|0|2|0
0|2019-02-06 09:39:23|333091|0|52|0
0|2019-02-06 01:39:23|332996|0|0|0
0|2019-02-06 04:39:24|332996|0|0|0
0|2019-02-06 23:39:20|333272|0|22|0
0|2019-02-06 12:39:23|333125|0|0|0
0|2019-02-06 16:39:21|333150|0|0|0
0|2019-02-06 03:39:24|332996|0|0|0
0|2019-07-02 08:33:27|375075|0|20|0
0|2019-07-02 11:33:28|375129|0|32|0
0|2019-07-02 00:33:27|375047|0|59|0
0|2019-07-03 20:33:21|375426|0|11|0
0|2019-07-03 14:33:22|375380|0|68|0
0|2019-07-03 00:33:24|375272|0|8|0
0|2019-07-03 15:33:23|375386|0|6|0
0|2019-07-03 04:33:24|375273|0|0|0
0|2019-07-03 23:33:20|375448|0|12|0
0|2019-07-03 16:33:23|375386|0|0|0
0|2019-07-03 01:33:24|375273|0|1|0
0|2019-07-03 07:33:22|375299|0|21|0
0|2019-07-03 10:33:22|375311|0|1|0
0|2019-07-03 18:33:23|375400|0|14|0
0|2019-07-03 21:33:21|375432|0|6|0
0|2019-07-03 09:33:22|375310|0|4|0
0|2019-07-03 17:33:23|375386|0|0|0
0|2019-07-03 08:33:22|375306|0|7|0
0|2019-07-03 12:33:22|375311|0|0|0
0|2019-07-03 22:33:21|375436|0|4|0
0|2019-07-03 11:33:22|375311|0|0|0
0|2019-07-03 03:33:24|375273|0|0|0
0|2019-07-03 19:33:21|375415|0|15|0
0|2019-07-03 13:33:22|375312|0|1|0
0|2019-07-03 05:33:24|375273|0|0|0
0|2019-07-03 02:33:24|375273|0|0|0
0|2019-07-03 06:33:24|375278|0|5|0
0|2019-07-04 03:33:22|375471|0|0|0
0|2019-07-04 15:33:21|375540|0|13|0
0|2019-07-04 07:33:20|375511|0|40|0
0|2019-07-04 12:33:21|375525|0|0|0
0|2019-07-04 09:33:20|375525|0|5|0
0|2019-07-04 13:33:21|375525|0|0|0
0|2019-07-04 17:33:21|375540|0|0|0
0|2019-07-04 02:33:20|375471|0|0|0
0|2019-07-04 05:33:22|375471|0|0|0
0|2019-07-04 08:33:20|375520|0|9|0
0|2019-07-04 16:33:21|375540|0|0|0
0|2019-07-04 14:33:21|375527|0|2|0
0|2019-07-04 19:33:21|375597|0|0|0
0|2019-07-04 01:33:20|375471|0|1|0
0|2019-07-04 00:33:20|375470|0|22|0
0|2019-07-04 06:33:22|375471|0|0|0
0|2019-07-04 23:33:19|375618|0|18|0
0|2019-07-04 22:33:21|375600|0|3|0
0|2019-07-04 21:33:21|375597|0|0|0
0|2019-07-04 10:33:20|375525|0|0|0
0|2019-07-04 18:33:21|375597|0|57|0
0|2019-07-04 11:33:21|375525|0|0|0
0|2019-07-04 20:33:21|375597|0|0|0
0|2019-07-04 04:33:22|375471|0|0|0
0|2019-07-05 16:33:18|375897|0|71|0
0|2019-07-05 13:33:18|375787|0|0|0
0|2019-07-05 14:33:18|375826|0|39|0
0|2019-07-05 02:33:19|375682|0|5|0
0|2019-07-05 04:33:20|375695|0|13|0
0|2019-07-05 18:33:18|375911|0|7|0
0|2019-07-05 21:33:18|375968|0|1|0
0|2019-07-05 10:33:19|375770|0|33|0
0|2019-07-05 09:33:19|375737|0|10|0
0|2019-07-05 08:33:19|375727|0|27|0
0|2019-07-05 07:33:19|375700|0|5|0
0|2019-07-05 22:33:18|375968|0|0|0
0|2019-07-05 01:33:19|375677|0|1|0
0|2019-07-05 20:33:18|375967|0|46|0
0|2019-07-05 06:33:20|375695|0|0|0
0|2019-07-05 11:33:18|375787|0|17|0
0|2019-07-05 12:33:18|375787|0|0|0
0|2019-07-05 03:33:20|375682|0|0|0
0|2019-07-05 23:33:19|375972|0|4|0
0|2019-07-05 00:33:19|375676|0|58|0
0|2019-07-05 17:33:18|375904|0|7|0
0|2019-07-05 05:33:20|375695|0|0|0
0|2019-07-05 19:33:18|375921|0|10|0
0|2019-07-05 15:33:18|375826|0|0|0
0|2019-07-06 12:33:17|376053|0|6|0
0|2019-07-06 01:33:19|375985|0|7|0
0|2019-07-06 03:33:17|375985|0|0|0
0|2019-07-06 14:33:17|376054|0|0|0
0|2019-07-06 17:33:16|376077|0|16|0
0|2019-07-06 20:33:16|376109|0|2|0
0|2019-07-06 00:33:19|375978|0|6|0
0|2019-07-06 18:33:16|376077|0|0|0
0|2019-07-06 04:33:17|375985|0|0|0
0|2019-07-06 09:33:19|376024|0|20|0
0|2019-07-06 02:33:19|375985|0|0|0
0|2019-07-06 05:33:17|375987|0|2|0
0|2019-07-06 10:33:19|376039|0|15|0
0|2019-07-06 13:33:17|376054|0|1|0
0|2019-07-06 21:33:16|376313|0|204|0
0|2019-07-06 07:33:19|375987|0|0|0
0|2019-07-06 06:33:17|375987|0|0|0
0|2019-07-06 08:33:19|376004|0|17|0
0|2019-07-06 16:33:16|376061|0|7|0
0|2019-07-06 22:33:16|376342|0|29|0
0|2019-07-06 19:33:16|376107|0|30|0
0|2019-07-06 15:33:16|376054|0|0|0
0|2019-07-06 11:33:17|376047|0|8|0
0|2019-07-07 23:33:11|376783|0|20|0
0|2019-07-07 20:33:13|376713|0|0|0
0|2019-07-07 01:33:15|376440|0|7|0
0|2019-07-07 09:33:14|376485|0|13|0
0|2019-07-07 07:33:14|376462|0|0|0
0|2019-07-07 04:33:15|376451|0|0|0
0|2019-07-07 22:33:13|376763|0|33|0
0|2019-07-07 18:33:13|376706|0|10|0
0|2019-07-07 11:33:15|376539|0|12|0
0|2019-07-07 19:33:13|376713|0|7|0
0|2019-07-07 08:33:14|376472|0|10|0
0|2019-07-07 06:33:15|376462|0|11|0
0|2019-07-07 02:33:15|376440|0|0|0
0|2019-07-07 03:33:15|376451|0|11|0
0|2019-07-07 13:33:15|376596|0|0|0
0|2019-07-07 21:33:13|376730|0|17|0
0|2019-07-07 00:33:15|376433|0|1|0
0|2019-07-07 10:33:14|376527|0|42|0
0|2019-07-07 05:33:15|376451|0|0|0
0|2019-07-07 12:33:15|376596|0|57|0
0|2019-07-07 16:33:13|376637|0|12|0
0|2019-07-07 17:33:13|376696|0|59|0
0|2019-07-07 14:33:15|376610|0|14|0
0|2019-07-07 15:33:13|376625|0|15|0
0|2019-07-08 23:33:11|377004|0|0|0
0|2019-07-08 01:33:11|376804|0|13|0
0|2019-07-08 07:33:14|376837|0|14|0
0|2019-07-08 05:33:14|376811|0|0|0
0|2019-07-08 12:33:14|376870|0|6|0
0|2019-07-08 14:33:14|376870|0|0|0
0|2019-07-08 18:33:11|376971|0|10|0
0|2019-07-08 06:33:14|376823|0|12|0
0|2019-07-08 16:33:11|376894|0|18|0
0|2019-07-08 20:33:12|376978|0|7|0
0|2019-07-08 00:33:11|376791|0|8|0
0|2019-07-08 04:33:14|376811|0|0|0
0|2019-07-08 09:33:14|376856|0|0|0
0|2019-07-08 17:33:11|376961|0|67|0
0|2019-07-08 11:33:14|376864|0|8|0
0|2019-07-08 10:33:14|376856|0|0|0
0|2019-07-08 19:33:12|376971|0|0|0
0|2019-07-08 13:33:14|376870|0|0|0
0|2019-07-08 03:33:14|376811|0|0|0
0|2019-07-08 15:33:11|376876|0|6|0
0|2019-07-08 08:33:14|376856|0|19|0
0|2019-07-08 02:33:11|376811|0|7|0
0|2019-07-08 21:33:12|377002|0|24|0
0|2019-07-08 22:33:12|377004|0|2|0
0|2019-07-09 22:33:08|377529|0|107|0
0|2019-07-09 01:33:11|377016|0|6|0
0|2019-07-09 14:33:09|377140|0|0|0
0|2019-07-09 19:33:08|377180|0|16|0
0|2019-07-15 03:32:57|379085|0|0|0
0|2019-07-15 13:32:56|379134|0|0|0
0|2019-07-15 00:32:55|379085|0|32|0
0|2019-07-15 07:32:57|379097|0|5|0
0|2019-07-15 16:32:56|379213|0|74|0
0|2019-07-16 20:32:53|379727|0|59|0
0|2019-07-16 15:32:53|379504|0|14|0
0|2019-07-16 09:32:56|379436|0|6|0
0|2019-07-16 07:32:56|379426|0|87|0
0|2019-07-16 02:32:54|379298|0|0|0
0|2019-07-16 18:32:53|379598|0|76|0
0|2019-07-16 14:32:55|379490|0|53|0
0|2019-07-16 13:32:55|379437|0|1|0
0|2019-07-16 23:32:52|379828|0|7|0
0|2019-07-16 21:32:53|379814|0|87|0
0|2019-07-16 05:32:54|379298|0|0|0
0|2019-07-16 08:32:56|379430|0|4|0
0|2019-07-16 01:32:54|379298|0|16|0
0|2019-07-16 22:32:53|379821|0|7|0
0|2019-07-16 00:32:54|379282|0|0|0
0|2019-07-16 06:32:54|379339|0|41|0
0|2019-07-16 16:32:53|379512|0|8|0
0|2019-07-16 12:32:55|379436|0|0|0
0|2019-07-16 19:32:53|379668|0|70|0
0|2019-07-16 04:32:54|379298|0|0|0
0|2019-07-17 17:32:51|379970|0|46|0
0|2019-07-17 00:32:52|379834|0|6|0
0|2019-07-17 11:32:52|379876|0|0|0
0|2019-07-17 09:32:51|379875|0|2|0
0|2019-07-17 12:32:52|379894|0|18|0
0|2019-07-17 06:32:53|379840|0|6|0
0|2019-07-17 04:32:53|379834|0|0|0
0|2019-07-17 19:32:52|380063|0|0|0
0|2019-07-17 07:32:51|379862|0|22|0
0|2019-07-17 08:32:51|379873|0|11|0
0|2019-07-17 01:32:52|379834|0|0|0
0|2019-07-17 03:32:53|379834|0|0|0
0|2019-07-17 22:32:52|380117|0|23|0
0|2019-07-17 10:32:51|379876|0|1|0
0|2019-07-17 14:32:52|379908|0|10|0
0|2019-07-17 20:32:52|380070|0|7|0
0|2019-07-17 21:32:52|380094|0|24|0
0|2019-07-17 05:32:53|379834|0|0|0
0|2019-07-17 16:32:51|379924|0|16|0
0|2019-07-17 15:32:51|379908|0|0|0
0|2019-07-17 23:32:49|380123|0|6|0
0|2019-07-17 18:32:51|380063|0|93|0
0|2019-07-17 02:32:52|379834|0|0|0
0|2019-07-17 13:32:52|379898|0|4|0
0|2019-07-18 05:32:50|380137|0|0|0
0|2019-07-18 01:32:49|380137|0|0|0
0|2019-07-18 10:32:49|380192|0|0|0
0|2019-07-18 07:32:49|380187|0|50|0
0|2019-07-18 13:32:49|380195|0|3|0
0|2019-07-18 03:32:50|380137|0|0|0
0|2019-07-18 16:32:51|380238|0|10|0
0|2019-07-18 00:32:49|380137|0|14|0
0|2019-07-18 19:32:48|380358|0|87|0
0|2019-07-18 06:32:50|380137|0|0|0
0|2019-07-18 11:32:49|380192|0|0|0
0|2019-07-18 15:32:51|380228|0|25|0
0|2019-07-18 02:32:49|380137|0|0|0
0|2019-07-18 22:32:48|380367|0|0|0
0|2019-07-18 12:32:49|380192|0|0|0
0|2019-07-18 04:32:50|380137|0|0|0
0|2019-07-18 17:32:51|380252|0|14|0
0|2019-07-18 20:32:48|380361|0|3|0
0|2019-07-18 21:32:48|380367|0|6|0
0|2019-07-18 09:32:49|380192|0|0|0
0|2019-07-18 14:32:49|380203|0|8|0
0|2019-07-18 08:32:49|380192|0|5|0
0|2019-07-18 18:32:51|380271|0|19|0
0|2019-07-19 09:32:46|380425|0|5|0
0|2019-07-19 16:32:45|380447|0|14|0
0|2019-07-19 15:32:45|380433|0|0|0
0|2019-07-19 14:32:46|380433|0|6|0
0|2019-07-19 06:32:47|380386|0|9|0
0|2019-07-19 10:32:46|380426|0|1|0
0|2019-07-19 03:32:47|380377|0|1|0
0|2019-07-19 23:32:46|380568|0|1|0
0|2019-07-19 22:32:47|380567|0|3|0
0|2019-07-19 13:32:46|380427|0|1|0
0|2019-07-19 02:32:48|380376|0|0|0
0|2019-07-19 11:32:46|380426|0|0|0
0|2019-07-19 17:32:45|380480|0|33|0
0|2019-07-19 05:32:47|380377|0|0|0
0|2019-07-19 21:32:47|380564|0|4|0
0|2019-07-19 01:32:48|380376|0|0|0
0|2019-07-20 06:32:46|380583|0|0|0
0|2019-07-20 12:32:45|380759|0|82|0
0|2019-07-20 13:32:45|380765|0|6|0
0|2019-07-20 18:32:44|380838|0|0|0
0|2019-07-20 16:32:44|380836|0|1|0
0|2019-07-20 21:32:45|380938|0|25|0
0|2019-07-20 09:32:44|380604|0|18|0
0|2019-07-20 19:32:45|380846|0|8|0
0|2019-07-20 14:32:45|380783|0|18|0
0|2019-07-20 23:32:43|380951|0|8|0
0|2019-07-20 10:32:44|380636|0|32|0
0|2019-07-20 03:32:46|380583|0|0|0
0|2019-07-20 08:32:44|380586|0|1|0
0|2019-07-20 11:32:45|380677|0|41|0
0|2019-07-20 20:32:45|380913|0|67|0
0|2019-07-20 02:32:46|380583|0|0|0
0|2019-07-20 17:32:44|380838|0|2|0
0|2019-07-20 00:32:46|380568|0|0|0
0|2019-07-20 22:32:45|380943|0|5|0
0|2019-07-20 04:32:46|380583|0|0|0
0|2019-07-21 12:32:42|381039|0|16|0
0|2019-07-21 20:32:42|381089|0|0|0
0|2019-07-21 15:32:41|381080|0|0|0
0|2019-07-21 14:32:42|381080|0|2|0
0|2019-07-21 04:32:43|380955|0|0|0
0|2019-07-21 17:32:41|381080|0|0|0
0|2019-07-21 09:32:40|380956|0|0|0
0|2019-07-21 21:32:42|381229|0|140|0
0|2019-07-21 08:32:40|380956|0|0|0
0|2019-07-21 18:32:41|381080|0|0|0
0|2019-07-21 11:32:42|381023|0|67|0
0|2019-07-21 19:32:42|381089|0|9|0
0|2019-07-21 07:32:40|380956|0|1|0
0|2019-07-21 13:32:42|381078|0|39|0
0|2019-07-21 01:32:43|380952|0|0|0
0|2019-07-21 22:32:42|381300|0|71|0
0|2019-07-21 02:32:43|380955|0|3|0
0|2019-07-21 00:32:43|380952|0|1|0
0|2019-07-21 05:32:43|380955|0|0|0
0|2019-07-21 23:32:41|381300|0|0|0
0|2019-07-21 03:32:43|380955|0|0|0
0|2019-07-21 10:32:40|380956|0|0|0
0|2019-07-21 16:32:41|381080|0|0|0
0|2019-07-21 06:32:43|380955|0|0|0
0|2019-07-22 06:32:41|381331|0|7|0
0|2019-07-22 23:32:37|381512|0|2|0
0|2019-07-22 13:32:39|381362|0|1|0
0|2019-07-22 21:32:39|381484|0|13|0
0|2020-01-17 02:25:21|430015|0|0|0
0|2020-01-17 11:25:20|430073|0|16|0
0|2020-01-17 17:25:18|430168|0|28|0
0|2020-01-17 10:25:20|430057|0|0|0
0|2020-01-17 22:25:17|430293|0|41|0
0|2020-01-17 07:25:19|430050|0|35|0
0|2020-01-17 01:25:21|430015|0|0|0
0|2020-01-17 06:25:19|430015|0|0|0
0|2020-01-18 10:25:18|430388|0|47|0
0|2020-01-18 01:25:17|430297|0|0|0
0|2020-01-18 02:25:17|430297|0|0|0
0|2020-01-18 07:25:20|430297|0|0|0
0|2020-01-18 17:25:15|430663|0|104|0
0|2020-01-18 23:25:16|430714|0|0|0
0|2020-01-18 20:25:16|430679|0|6|0
0|2020-01-18 15:25:15|430457|0|20|0
0|2020-01-18 11:25:18|430437|0|49|0
0|2020-01-18 13:25:18|430437|0|0|0
0|2020-01-18 18:25:16|430670|0|7|0
0|2020-01-18 00:25:17|430297|0|4|0
0|2020-01-18 04:25:17|430297|0|0|0
0|2020-01-18 09:25:20|430341|0|25|0
0|2020-01-18 03:25:17|430297|0|0|0
